SECAO_CNAE	CATEGORIA_NATUREZA_JURIDICA	PORTE	QTD_FILIAIS_ATIVAS	COMPETICAO_MERCADO_ESTADUAL	QTD_ABERTURAS_NACIONAL_5_ANOS	QTD_ABERTURAS_ESTADUAL_5_ANOS	QTD_ABERTURAS_GEORREFERENCIADO_5_ANOS	QTD_FECHAMENTOS_NACIONAL_5_ANOS	QTD_FECHAMENTOS_ESTADUAL_5_ANOS	QTD_FECHAMENTOS_GEORREFERENCIADO_5_ANOS	RAZAO_SITUACAO_MERCADO_NACIONAL_5_ANOS	RAZAO_SITUACAO_MERCADO_ESTADUAL_5_ANOS	RAZAO_SITUACAO_MERCADO_GEORREFERENCIADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_10_ANOS	PORTE_FATURAMENTO_PRESUMIDO	QTD_COLABORADORES	CONCENTRACAO_SOCIETARIA	RISCO_LIDERANCA	QTD_RECLAMACOES_TOTAL	QTD_RECLAMACOES_NAO_ATENDIDAS_TOTAL	QTD_PROCESSOS_JUDICIAIS_REQUERIDO	QTD_PROCESSOS_JUDICIAIS_REQUERENTE	CONCENTRACAO_ACADEMIAS	CONCENTRACAO_AEROPORTOS	CONCENTRACAO_ALUGUEL_CARROS	CONCENTRACAO_AREA_RISCO	CONCENTRACAO_BANCOS	CONCENTRACAO_BARES	CONCENTRACAO_BEBIDAS	CONCENTRACAO_BOMBEIRO	CONCENTRACAO_CAIXA_ELETRONICO	CONCENTRACAO_CASA_NOTURNA	CONCENTRACAO_CEMITERIO	CONCENTRACAO_CINEMAS	CONCENTRACAO_CONCESSIONARIA	CONCENTRACAO_CORREIOS	CONCENTRACAO_CORRETOR_SEGUROS	CONCENTRACAO_ESCOLAS	CONCENTRACAO_ESTACAO_ONIBUS	CONCENTRACAO_ESTACIONAMENTOS	CONCENTRACAO_AGLOMERADO_SUBNORMAL	CONCENTRACAO_FUNERARIA	CONCENTRACAO_HOSPITAL	CONCENTRACAO_HOTEL	CONCENTRACAO_IGREJA	CONCENTRACAO_LAVA_RAPIDO	CONCENTRACAO_METRO	CONCENTRACAO_OFICINAS	CONCENTRACAO_PARQUE	CONCENTRACAO_PARQUES_DIVERSAO	CONCENTRACAO_POLICIA	CONCENTRACAO_PONTO_TAXI	CONCENTRACAO_POSTO_GASOLINA	CONCENTRACAO_PREFEITURA	CONCENTRACAO_SHOPPING	CONCENTRACAO_SUPERMERCADO	CONCENTRACAO_TREM	CONCENTRACAO_UNIVERSIDADE	DISTANCIA_ALUGUEL_CARROS	DISTANCIA_BANCO	DISTANCIA_CONCESSIONARIA	DISTANCIA_CORRETOR_SEGUROS	DISTANCIA_ACADEMIAS	DISTANCIA_AEROPORTOS	DISTANCIA_BARES	DISTANCIA_LOJA_BEBIDAS	DISTANCIA_BOMBEIRO	DISTANCIA_CAIXA_ELETRONICO	DISTANCIA_CASA_NOTURNA	DISTANCIA_CEMITERIO	DISTANCIA_CINEMAS	DISTANCIA_CORREIOS	DISTANCIA_ESCOLAS	DISTANCIA_ESTACAO_ONIBUS	DISTANCIA_AGLOMERADO_SUBNORMAL	DISTANCIA_FRONTEIRA_ESTADUAL	DISTANCIA_FRONTEIRA_INTERNACIONAL	DISTANCIA_FRONTEIRA_MARITIMA	DISTANCIA_FUNERARIA	DISTANCIA_HOSPITAL	DISTANCIA_HOTEL	DISTANCIA_IGREJA	DISTANCIA_LAVA_RAPIDO	DISTANCIA_METRO	DISTANCIA_OFICINAS	DISTANCIA_PARQUE	DISTANCIA_PARQUES_DIVERSAO	DISTANCIA_POLICIA	DISTANCIA_POSTO_GASOLINA	DISTANCIA_PREFEITURA	DISTANCIA_SHOPPING	DISTANCIA_SUPERMERCADO	DISTANCIA_TREM	DISTANCIA_ESTACIONAMENTOS	DISTANCIA_PONTO_TAXI	DISTANCIA_UNIVERSIDADE	DISTANCIA_AREA_RISCO	CNPJ	ANO_MES	ALVO_CASCO
C	LTDA	MICRO	1	6067	5919	2092	38	10473	3633	61	0.5651675737610999	0.575832645196807	0.6229508196721312	0.18164435946462715	0.30725500812127776		0	4	0	0	0	0	0	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	MEDIA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	MEDIA	ALTA	BAIXISSIMA	MEDIA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	MEDIA	BAIXISSIMA	ALTA	MEDIO	LONGE	LONGE	LONGE	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	LONGE	MUITO LONGE	MEDIO	MEDIO	LONGE	LONGE	LONGE	MEDIO	PROXIMO	MUITO LONGE	MEDIO	PROXIMO	MEDIO	LONGE	MEDIO	LONGE	LONGE	MEDIO	MEDIO	PROXIMO	MEDIO	LONGE	137438956021	202108	0.0
H	OUTRAS_ENTIDADES_EMPRESARIAIS	GRANDE	24	197237	410970	155143	4443	286221	110656	2808	1.435848522645089	1.4020297137073452	1.5822649572649572	0.20495284995133523	0.32584103042115076	J	32	2	0	0	0	32	18	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	MEDIA	ALTA	MEDIA	MEDIA	MEDIA	ALTA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	BAIXA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	MEDIA	MEDIA	BAIXA	ALTA	BAIXISSIMA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MEDIO	LONGE	MUITO LONGE	MEDIO	LONGE	LONGE	LONGE	MUITO LONGE	MEDIO	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	MUITO LONGE	MEDIO	LONGE	LONGE	MUITO LONGE	MEDIO	42949673562	202110	0.0
F	LTDA	MEDIA	3	2276	72836	1093	486	112596	1329	589	0.646879107605954	0.8224228743416102	0.8251273344651953	0.07410795974382434	0.21992580816110227	B	12	2	0	0	0	0	3	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	LONGE	MEDIO	PROXIMO	MUITO LONGE	MEDIO	MEDIO	PROXIMO	PROXIMO	LONGE	MEDIO	LONGE	PROXIMO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	LONGE	PROXIMO	MEDIO	17179869953	202309	0.0
H	LTDA	PEQUENA	12	275802	615936	222466	2797	275213	110234	1497	2.2380338138096674	2.018125079376599	1.8684034736138944	0.16974728722591317	0.2742950817600925	G	192	1	0	0	0	4	2	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	MEDIA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	MEDIA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	MEDIA	BAIXISSIMA	ALTA	MEDIO	LONGE	LONGE	LONGE	PROXIMO	MEDIO	LONGE	MEDIO	PROXIMO	LONGE	LONGE	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MUITO PROXIMO	68719477086	202312	0.0
G	LTDA	MICRO	1	122683	939365	103512	5010	1029922	106613	4256	0.9120739240447335	0.9709134908500839	1.1771616541353382	0.31275600896514416	0.4838322266584111	A	2	2	0	0	0	0	0	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXA	BAIXA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MEDIO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	MUITO PROXIMO	163208757713	202208	0.0
E	LTDA	MEDIA	7	84	653	46	2	555	26	1	1.1765765765765765	1.7692307692307692	2.0	0.21739130434782608	0.3150684931506849	G	42	4	0	0	0	0	5	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	ALTA	ALTA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	ALTA	MEDIA	MEDIA	BAIXISSIMA	ALTA	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MUITO LONGE	LONGE	MUITO PROXIMO	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MUITO PROXIMO	LONGE	MUITO LONGE	LONGE	PROXIMO	MUITO LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	MUITO LONGE	MUITO PROXIMO	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MEDIO	LONGE	MUITO LONGE	171798692714	202104	0.0
F	LTDA	MICRO	1	293	2017	69	2	2660	100	2	0.7582706766917293	0.69	1.0	0.057971014492753624	0.10135135135135136	A	1	1	0	0	0	0	0	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MEDIO	PROXIMO	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	17179873124	202103	0.0
A	LTDA		1	964	14170	642	33	2317	98	3	6.1156668105308585	6.551020408163265	11.0	0.05763239875389408	0.07765830346475508		0	4	1	0	0	0	0	MEDIA	ALTISSIMA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	ALTA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	MEDIA	ALTA	ALTA	ALTA	MEDIA	BAIXISSIMA	ALTISSIMA	MEDIA	BAIXISSIMA	ALTA	ALTA	ALTA	MEDIA	MEDIA	ALTISSIMA	BAIXISSIMA	ALTA	MEDIO	MUITO PROXIMO	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	MEDIO	LONGE	PROXIMO	MUITO LONGE	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	LONGE	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	MEDIO	PROXIMO	MEDIO	120259084454	202206	0.0
C	LTDA	MICRO	1	42	460	18	0	404	13	0	1.1386138613861385	1.3846153846153846	0.0	0.0	0.0625		0	1	0	0	0	0	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	LONGE	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	MUITO LONGE	MUITO LONGE	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	LONGE	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	MUITO LONGE	MUITO PROXIMO	MEDIO	PROXIMO	MUITO PROXIMO	77309414485	202106	0.0
C	LTDA	GRANDE	4	367	663	68	1	1521	87	0	0.4358974358974359	0.7816091954022989	1.0	0.07352941176470588	0.1554054054054054	H	196	1	0	0	0	2	2	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MEDIO	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO PROXIMO	LONGE	MUITO LONGE	MEDIO	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO PROXIMO	MUITO LONGE	LONGE	MUITO LONGE	MEDIO	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO PROXIMO	163208758054	202011	0.0
M	LTDA	GRANDE	20	8960	10364	3328	51	12144	3748	58	0.8534255599472991	0.887940234791889	0.8793103448275862	0.1162860576923077	0.25833001460241606	J	2536	2	0	0	0	30	32	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	PROXIMO	LONGE	PROXIMO	MEDIO	LONGE	PROXIMO	LONGE	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	PROXIMO	MEDIO	LONGE	MEDIO	PROXIMO	LONGE	MUITO LONGE	MEDIO	MEDIO	LONGE	MEDIO	LONGE	MEDIO	PROXIMO	LONGE	MEDIO	PROXIMO	MEDIO	LONGE	MEDIO	MEDIO	LONGE	PROXIMO	MEDIO	PROXIMO	MEDIO	MUITO PROXIMO	171798692146	202010	0.0
H	OUTRAS_ENTIDADES_EMPRESARIAIS	GRANDE	18	32751	422653	19483	1912	289216	13530	1611	1.4613748893560523	1.4399852180339985	1.186840471756673	0.18359595544833957	0.28004993265661443	J	904	3	0	1	0	56	27	ALTA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTA	MEDIA	ALTA	ALTA	BAIXISSIMA	BAIXISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	BAIXISSIMA	MEDIA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	LONGE	MEDIO	PROXIMO	MUITO LONGE	LONGE	MEDIO	PROXIMO	LONGE	MEDIO	MEDIO	PROXIMO	LONGE	MUITO LONGE	LONGE	PROXIMO	MUITO PROXIMO	MUITO LONGE	MEDIO	PROXIMO	MUITO LONGE	LONGE	MEDIO	MEDIO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	LONGE	LONGE	MUITO LONGE	MEDIO	PROXIMO	MEDIO	MEDIO	LONGE	MEDIO	LONGE	LONGE	MUITO LONGE	25769804025	202112	0.0
S	ENTIDADES_SEM_FINS_LUCRATIVOS	GRANDE	318	18984	44052	4073	75	52722	5452	123	0.8355525207693183	0.7470652971386648	0.6097560975609756	0.1397004664866192	0.221137339055794	EMPRESA_ISENTA	2173	1	0	0	0	46	35	ALTA	ALTA	MEDIA	ALTISSIMA	MEDIA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTA	MEDIA	MEDIA	ALTA	ALTA	MEDIA	ALTA	ALTISSIMA	MEDIA	ALTA	MEDIA	MEDIA	MEDIA	ALTA	MEDIA	BAIXISSIMA	MEDIA	ALTA	ALTISSIMA	ALTA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	LONGE	MEDIO	LONGE	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	LONGE	MEDIO	LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MEDIO	MEDIO	LONGE	MEDIO	PROXIMO	MEDIO	LONGE	MEDIO	PROXIMO	MEDIO	MUITO LONGE	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	LONGE	MEDIO	MUITO PROXIMO	111669149737	202110	0.0
G	LTDA	GRANDE	3	80045	169461	37008	315	248122	64229	541	0.682974504477636	0.5761883261455106	0.5822550831792976	0.20754971897968008	0.36866580237867086	I	235	4	1	0	0	38	277	MEDIA	ALTA	MEDIA	BAIXISSIMA	MEDIA	ALTA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	ALTA	ALTA	ALTA	ALTA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTISSIMA	MEDIA	ALTA	BAIXISSIMA	MEDIA	LONGE	LONGE	LONGE	MEDIO	LONGE	PROXIMO	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	MEDIO	LONGE	LONGE	PROXIMO	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MEDIO	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	MEDIO	MEDIO	LONGE	LONGE	MEDIO	LONGE	LONGE	8589934974	202109	0.0
C	OUTRAS_ENTIDADES_EMPRESARIAIS	GRANDE	11	275	122	57	0	199	93	2	0.6130653266331658	0.6129032258064516	0.0	0.17543859649122806	0.21428571428571427	J	4154	6	0	2	1	142	283	MEDIA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTA	MEDIA	MEDIA	ALTA	ALTA	ALTA	ALTA	ALTA	MEDIA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	ALTISSIMA	BAIXISSIMA	PROXIMO	MEDIO	LONGE	LONGE	PROXIMO	LONGE	MEDIO	MEDIO	LONGE	PROXIMO	MEDIO	LONGE	LONGE	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	MUITO PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	LONGE	LONGE	MEDIO	60129542536	202305	0.0
C	LTDA	MICRO	1	6723	87816	5879	67	67175	3621	44	1.3072720506140678	1.623584645125656	1.5227272727272727	0.2437489368940296	0.37955433519907067	D	11	2	0	0	0	0	0	ALTA	ALTISSIMA	MEDIA	ALTA	MEDIA	ALTA	ALTA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	ALTA	ALTA	MEDIA	MEDIA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	MEDIA	BAIXISSIMA	ALTA	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	ALTA	MEDIA	MEDIA	ALTA	BAIXISSIMA	MEDIA	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	MUITO PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	LONGE	MUITO LONGE	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	LONGE	PROXIMO	MEDIO	120259084928	202207	0.0
G	LTDA	MICRO	1	2683	14054	430	24	19637	918	31	0.7156897693130315	0.4684095860566449	0.7741935483870968	0.10232558139534884	0.15491183879093198	E	42	2	1	0	0	4	0	ALTA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	ALTA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	ALTA	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	ALTA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	LONGE	MEDIO	PROXIMO	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	MEDIO	LONGE	MUITO LONGE	MEDIO	PROXIMO	MEDIO	LONGE	LONGE	PROXIMO	MUITO LONGE	PROXIMO	LONGE	PROXIMO	LONGE	LONGE	LONGE	MEDIO	MEDIO	MEDIO	LONGE	MUITO LONGE	PROXIMO	LONGE	MEDIO	LONGE	LONGE	LONGE	MEDIO	LONGE	MUITO LONGE	171798693058	202110	0.0
H	LTDA	GRANDE	5	191379	394095	149648	2834	280339	108329	2324	1.4057801447533165	1.381421410702582	1.2194492254733218	0.20613706832032502	0.33007928749864235	G	111	1	0	0	0	6	9	ALTA	BAIXISSIMA	MEDIA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MUITO LONGE	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	LONGE	LONGE	MUITO LONGE	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MUITO PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	17179869350	202107	0.0
G	LTDA	MEDIA	1	3902	49465	2232	396	39590	1307	228	1.2494316746653196	1.7077276205049732	1.736842105263158	0.18413978494623656	0.28391444476999705	F	54	2	0	0	0	0	0	ALTA	BAIXISSIMA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	MEDIA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	MEDIA	MEDIA	ALTA	MEDIA	BAIXISSIMA	ALTA	LONGE	LONGE	MEDIO	MEDIO	LONGE	MEDIO	PROXIMO	LONGE	LONGE	LONGE	PROXIMO	PROXIMO	LONGE	LONGE	LONGE	MUITO PROXIMO	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	LONGE	MEDIO	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	MEDIO	LONGE	MUITO LONGE	MEDIO	MEDIO	LONGE	LONGE	60129542270	202312	0.0
